#db_name, benchmark, starting node_id, num_visited, sum_out_deg, total_time_taken_usecs, time_from_main
ekey_rd_s13_e8,bfs,1758,5126,642690,94142,941420
ekey_rd_s13_e8,bfs,7433,5126,642690,93820,938209
ekey_rd_s13_e8,bfs,2448,5126,642690,93560,935604
ekey_rd_s13_e8,bfs,54,5126,642690,91146,911462
ekey_rd_s13_e8,bfs,2817,5126,642690,93239,932396
ekey_rd_s13_e8,bfs,1963,5127,642700,98454,984541
ekey_rd_s13_e8,bfs,11,5126,642690,94175,941751
ekey_rd_s13_e8,bfs,4211,5126,642690,100650,1006505
ekey_rd_s13_e8,bfs,1888,5126,642690,100384,1003847
ekey_rd_s13_e8,bfs,7393,5126,642690,99125,991251
ekey_rd_s13_e8,bfs,1044,5126,642690,94796,947968
ekey_rd_s13_e8,bfs,2796,5126,642690,95621,956210
ekey_rd_s13_e8,bfs,88,5126,642690,97912,979121
ekey_rd_s13_e8,bfs,5832,5126,642690,94325,943257
ekey_rd_s13_e8,bfs,1611,5126,642690,96139,961399
ekey_rd_s13_e8,bfs,2006,5126,642690,95942,959425
