#db_name,bmark,map_t,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 adj_rd_s16_e8,pr,7248,345019,339970,339450,341330,340181,340892,338686,339129,335511,339095
adj_rd_s16_e8,pr,7242,340746,341917,339332,347535,339427,339385,340699,341829,340309,344373
adj_rd_s16_e8,pr,7287,340233,336514,338537,336401,358061,337206,337395,336096,341371,340482
