#db_name, benchmark,map_construction_time,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 std_rd_s19_e8,pr,51329,16752990,21422055,15291018,15184440,15172154,15114533,15208223,23084449,15767485,15330690
std_rd_s19_e8,pr,52342,15844470,15746519,15968323,15810817,15403893,15590707,15698015,18146448,21863577,15608914
std_rd_s19_e8,pr,51859,14233190,18703605,22423861,21018223,21763378,20149810,22571459,23488137,20910724,22283546
std_rd_s19_e8,pr,51267,13733695,13835285,14090095,18555148,17487967,20845925,26209463,21538833,22678890,23918470
std_rd_s19_e8,pr,52131,13772774,17303262,17497580,14148963,14239145,14292510,19933567,21808005,21726769,20718709
