#db_name, benchmark, starting node_id, num_visited, sum_out_deg, total_time_taken_usecs, time_from_main
adj_rd_s20_e8,bfs,242807,472830,82442430,8973234,89732343
adj_rd_s20_e8,bfs,535834,472830,82442430,8971726,89717268
adj_rd_s20_e8,bfs,550561,472830,82442430,8979554,89795549
adj_rd_s20_e8,bfs,918308,472830,82442430,8892329,88923300
adj_rd_s20_e8,bfs,265337,472830,82442430,8917456,89174561
adj_rd_s20_e8,bfs,905407,472830,82442430,8865689,88656892
adj_rd_s20_e8,bfs,138330,472830,82442430,8931759,89317591
adj_rd_s20_e8,bfs,549673,472830,82442430,8911416,89114165
adj_rd_s20_e8,bfs,155808,472830,82442430,8966496,89664965
adj_rd_s20_e8,bfs,528742,472830,82442430,8938095,89380959
adj_rd_s20_e8,bfs,292948,472830,82442430,8912561,89125615
adj_rd_s20_e8,bfs,410918,472830,82442430,8921001,89210019
adj_rd_s20_e8,bfs,602309,472831,82442470,8960773,89607739
adj_rd_s20_e8,bfs,130192,472831,82442440,8980466,89804663
adj_rd_s20_e8,bfs,788699,472830,82442430,8922371,89223720
adj_rd_s20_e8,bfs,587010,472831,82442460,8906650,89066509
