#db_name, benchmark,map_construction_time,iteration_time0,iteration_time1...
 adj_rd_s22_e8,pr,373167,31653369,30901514,30807672,30872333,30909957,30973657,30994173,30991240,30984559,30921633
adj_rd_s22_e8,pr,370703,31113591,31349080,31298216,31394313,31427416,31476836,31263786,31294652,31315159,31117355
adj_rd_s22_e8,pr,370713,30935927,31045285,31160388,31069560,31064137,31217362,31224747,31098500,31301572,31327739
adj_rd_s22_e8,pr,372705,31041213,30915401,30999543,30985196,31071724,31162135,31286557,31101231,31155067,31170746
adj_rd_s22_e8,pr,374361,31077347,31177613,31167159,31225058,31194846,31200734,31183561,31150006,31236223,31355955
adj_rd_s22_e8,pr,372594,31064849,31201331,31128240,31161708,31084991,31148510,31177542,31137629,31225154,31250328
adj_rd_s22_e8,pr,371228,31062047,31206459,31206114,31251132,31265290,31327044,31314613,31346904,31335097,31931427
adj_rd_s22_e8,pr,373946,31305471,31535034,31471841,31567648,31696244,31670142,31697003,31570816,31618728,31695895
adj_rd_s22_e8,pr,372238,31258797,31239391,31075938,31176933,31345993,31304990,31257899,31202083,31686098,31798104
adj_rd_s22_e8,pr,370421,31318234,31382207,31497966,31451750,31499727,31451146,31495561,31481716,31448948,31271611
