#db_name, benchmark,map_construction_time,iteration_time0,iteration_time1...
 ekey_rd_s13_e8,pr,8795,124617,122636,122089,121879,121762,121607,122022,121594,122304,122519
ekey_rd_s13_e8,pr,8060,123682,123772,123834,123614,122950,123360,123753,124265,123660,124236
ekey_rd_s13_e8,pr,7643,119114,119775,119031,119685,119144,119202,119379,119229,119549,118139
ekey_rd_s13_e8,pr,8070,121669,120715,120777,121212,121547,121133,121292,121833,121360,121549
ekey_rd_s13_e8,pr,7937,121306,121223,121517,120857,121696,121036,120548,122366,121501,121478
ekey_rd_s13_e8,pr,9641,87635,86582,87286,86958,86924,88142,87359,87211,87007,86832
ekey_rd_s13_e8,pr,8082,88850,89051,88522,89919,88118,88025,88180,88309,88050,88366
ekey_rd_s13_e8,pr,8215,86652,86831,86239,86838,85918,86204,87176,86512,87021,86804
ekey_rd_s13_e8,pr,7896,86977,88582,87093,86647,86373,86678,86987,86677,87713,87057
ekey_rd_s13_e8,pr,8163,90458,90202,90768,89997,90503,89978,90715,91160,90846,90806
ekey_rd_s13_e8,pr,8343,91360,92063,92497,91409,91375,91492,91493,90901,91337,91077
ekey_rd_s13_e8,pr,8000,88010,87846,87383,87979,88226,87745,87733,89247,96396,89017
ekey_rd_s13_e8,pr,8072,95717,89291,88665,89655,88908,88807,89381,89867,88691,88634
ekey_rd_s13_e8,pr,7944,87153,87899,88226,88751,88481,87814,87699,88084,87293,87150
ekey_rd_s13_e8,pr,7649,84940,84714,84917,84088,84689,84677,84980,84588,85179,85380
