#db_name, benchmark,map_construction_time,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 std_rd_s10_e8,pr,142,3615,3267,3044,3632,3179,3174,3200,3341,3111,3118
std_rd_s10_e8,pr,153,3689,3721,3241,3211,3200,3193,3302,3277,3317,3327
std_rd_s10_e8,pr,148,3882,4641,3092,3028,3083,3347,3224,3380,3275,3511
std_rd_s10_e8,pr,142,3565,3192,3205,3184,3131,3162,3144,3169,3304,3187
std_rd_s10_e8,pr,143,3588,3423,3142,3150,3250,3630,3220,3124,3284,3372
