#db_name, benchmark, starting node_id, num_visited, sum_out_deg, total_time_taken_usecs, time_from_main
ekey_rd_s19_e8,bfs,288032,243939,41191800,21248564,212485648
ekey_rd_s19_e8,bfs,329697,243939,41191800,21220803,212208036
ekey_rd_s19_e8,bfs,302432,243939,41191800,21346697,213466973
ekey_rd_s19_e8,bfs,123656,243939,41191800,21108205,211082058
ekey_rd_s19_e8,bfs,32847,243939,41191800,21362472,213624724
ekey_rd_s19_e8,bfs,271328,243939,41191800,21606757,216067577
ekey_rd_s19_e8,bfs,301201,243939,41191800,21263113,212631137
ekey_rd_s19_e8,bfs,475457,243939,41191800,21660983,216609839
ekey_rd_s19_e8,bfs,190289,243940,41191810,21264206,212642070
ekey_rd_s19_e8,bfs,372877,243939,41191800,22221120,222211208
ekey_rd_s19_e8,bfs,179241,243940,41191810,21915380,219153809
ekey_rd_s19_e8,bfs,134097,243939,41191800,21227372,212273721
ekey_rd_s19_e8,bfs,329739,243939,41191800,21449244,214492444
ekey_rd_s19_e8,bfs,235083,243940,41191810,21204942,212049430
ekey_rd_s19_e8,bfs,19909,243939,41191800,21257330,212573308
ekey_rd_s19_e8,bfs,283599,243939,41191800,21389189,213891897
