#db_name, benchmark,map_construction_time,iteration_time0,iteration_time1...
 adj_rd_s12_e8,pr,488,19638,19735,19312,19538,19509,19368,19182,19599,19319,19288
adj_rd_s12_e8,pr,485,19688,19800,19482,19572,19923,19331,19989,19394,19414,19297
adj_rd_s12_e8,pr,488,19448,19784,19316,19596,19206,19771,19779,19379,19536,19237
adj_rd_s12_e8,pr,518,19632,19764,19712,19295,19539,19852,19235,19396,19342,19248
adj_rd_s12_e8,pr,487,20085,20087,19868,20265,20463,20301,20146,19917,19892,19705
adj_rd_s12_e8,pr,715,20568,20494,20839,20968,20625,20879,20490,21179,20640,21267
adj_rd_s12_e8,pr,700,20958,20554,21243,21802,20658,20918,22402,20519,20874,20629
adj_rd_s12_e8,pr,569,20726,20722,21189,20741,20927,21069,20668,20766,21107,20887
adj_rd_s12_e8,pr,670,20610,21203,20775,20898,20712,20842,20891,20999,21300,20802
adj_rd_s12_e8,pr,638,20382,20888,21185,20473,20530,20902,20511,20454,20847,20436
adj_rd_s12_e8,pr,1404,30967,21166,20842,20660,21530,21034,20982,21156,20713,21006
adj_rd_s12_e8,pr,613,21396,20504,20867,20827,20773,21724,20445,21055,21859,20639
adj_rd_s12_e8,pr,650,20467,21155,20906,20303,20684,20862,20945,20534,20719,20631
adj_rd_s12_e8,pr,692,21788,20500,20687,20765,20697,21768,20358,20267,20942,21155
adj_rd_s12_e8,pr,669,20658,20784,20712,20483,20498,21711,20808,20763,20937,20383
adj_rd_s12_e8,pr,659,22686,20799,20613,20803,20666,21154,20452,20543,20902,21056
adj_rd_s12_e8,pr,612,20773,20936,20586,21118,20272,21347,20835,20598,20868,20586
adj_rd_s12_e8,pr,635,20799,20972,21119,21062,20780,21070,20896,20987,21370,20632
adj_rd_s12_e8,pr,600,21346,20960,21141,21173,20609,21453,20714,22377,21303,20825
adj_rd_s12_e8,pr,630,20843,20559,20789,20932,21142,20982,20522,20806,21468,21010
adj_rd_s12_e8,pr,593,26017,21166,26337,20911,25275,21747,25147,21168,26079,20520
adj_rd_s12_e8,pr,656,21232,20767,20675,21725,20498,21318,20604,21266,21488,21163
adj_rd_s12_e8,pr,593,21169,20943,21133,21244,20787,21419,20716,20923,21370,21054
adj_rd_s12_e8,pr,626,21094,21580,21161,20928,20902,21261,20806,21031,20837,21745
adj_rd_s12_e8,pr,582,21269,20997,21131,20819,20533,21245,21352,21118,21114,21304
