#db_name, benchmark,map_construction_time,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 std_rd_s20_e8,pr,101681,178851599,178109515,174042245,173999314,176536061,188695372,189538239,188173603,188090932,188102957
std_rd_s20_e8,pr,101058,182932209,181832802,179296033,182322959,188234911,189382233,188264593,188147436,190503495,194004740
std_rd_s20_e8,pr,102444,180402710,180344079,179698919,181977765,185511898,184136473,183774063,183689455,182413769,189970385
std_rd_s20_e8,pr,101486,181718192,189705501,190388496,188435624,190457634,194420785,243943570,206444591,192198195,192261425
std_rd_s20_e8,pr,101711,184147334,183830700,188518375,189741297,184773754,183440745,184744382,183367136,187528686,192630196
std_rd_s20_e8,pr,101878,176232322
std_rd_s20_e8,pr,100685,173579087,178502859,176915901,178633135,175510266,188746312,189992650,189770112,190236383,187689119
