#db_name,bmark,map_t,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 adj_rd_s11_e8,pr,301,10393,10487,10502,10284,10431,10330,10334,10307,10290,10556
adj_rd_s11_e8,pr,390,10264,10275,10233,10388,10319,10209,10257,10367,10258,10253
adj_rd_s11_e8,pr,359,10420,10535,10371,10403,10315,10492,10483,10305,10566,10308
