#db_name, benchmark,map_construction_time,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 std_rd_s14_e8,pr,1852,309956,303890,302561,305401,322720,300617,300928,302199,302349,301861
std_rd_s14_e8,pr,2063,321900,310701,306201,305840,303247,304202,307245,314700,303879,305445
std_rd_s14_e8,pr,1851,313936,307169,327969,311601,306363,304987,304522,308328,306296,307055
std_rd_s14_e8,pr,1887,310885,305214,305199,306009,302536,310248,308386,304285,303911,304199
std_rd_s14_e8,pr,1864,312605,322056,303509,304080,301380,303415,301977,302496,305866,307563
