#db_name, benchmark, cycle_count, cycle_time_usec, trust_count, trust_time_usecs
adj_rd_s13_e8,tc,808284,3636487,591943,4026692
adj_rd_s13_e8,tc,808284,3640342,30312,608533
adj_rd_s13_e8,tc,808284,3646297,30312,612043
adj_rd_s13_e8,tc,808284,3636718,30312,609025
adj_rd_s13_e8,tc,808284,3632990,30312,611990
adj_rd_s13_e8,tc,808284,3633863,30312,613694
adj_rd_s13_e8,tc,808284,3638926,30312,611496
adj_rd_s13_e8,tc,808284,3641568,30312,610803
adj_rd_s13_e8,tc,808284,3648921,30312,616992
adj_rd_s13_e8,tc,808284,3646484,30312,615690
adj_rd_s13_e8,tc,808284,3643959,30312,605723
adj_rd_s13_e8,tc,808284,3646179,30312,610582
adj_rd_s13_e8,tc,808284,3635950,30312,611278
adj_rd_s13_e8,tc,808284,3641766,30312,608898
adj_rd_s13_e8,tc,808284,3650374,30312,613473
adj_rd_s13_e8,tc,808284,3660747,30312,614893
adj_rd_s13_e8,tc,808284,3626122,591943,4043148
adj_rd_s13_e8,tc,808284,3636271,30312,609089
adj_rd_s13_e8,tc,808284,3628779,30312,610133
adj_rd_s13_e8,tc,808284,3630721,30312,617631
adj_rd_s13_e8,tc,808284,3636492,30312,609654
adj_rd_s13_e8,tc,808284,3729279,30312,611216
adj_rd_s13_e8,tc,808284,3696579,30312,627502
adj_rd_s13_e8,tc,808284,3684469,30312,614561
adj_rd_s13_e8,tc,808284,3662048,30312,615689
adj_rd_s13_e8,tc,808284,3613364,30312,608075
adj_rd_s13_e8,tc,808284,3569087,30312,583337
adj_rd_s13_e8,tc,808284,3584615,30312,587213
adj_rd_s13_e8,tc,808284,3672723,30312,589646
adj_rd_s13_e8,tc,808284,3626755,30312,609868
adj_rd_s13_e8,tc,808284,3630652,30312,610763
adj_rd_s13_e8,tc,808284,3634449,30312,611500
adj_rd_s13_e8,tc,808284,3691834,591943,4059239
adj_rd_s13_e8,tc,808284,3726699,30312,619243
adj_rd_s13_e8,tc,808284,3668165,30312,597012
adj_rd_s13_e8,tc,808284,3668180,30312,630179
adj_rd_s13_e8,tc,808284,3633686,30312,608342
adj_rd_s13_e8,tc,808284,3618425,30312,607585
adj_rd_s13_e8,tc,808284,3601350,30312,605181
adj_rd_s13_e8,tc,808284,3608396,30312,607756
adj_rd_s13_e8,tc,808284,3678887,30312,607716
adj_rd_s13_e8,tc,808284,3622283,30312,606051
adj_rd_s13_e8,tc,808284,3594349,30312,607964
adj_rd_s13_e8,tc,808284,3699722,30312,604520
adj_rd_s13_e8,tc,808284,3750919,30312,645180
adj_rd_s13_e8,tc,808284,3586110,30312,604477
adj_rd_s13_e8,tc,808284,3589497,30312,601322
adj_rd_s13_e8,tc,808284,3613163,30312,604042
adj_rd_s13_e8,tc,808284,3575103,591943,3963840
adj_rd_s13_e8,tc,808284,3620265,30312,601595
adj_rd_s13_e8,tc,808284,3686092,30312,598562
adj_rd_s13_e8,tc,808284,3628931,30312,615066
adj_rd_s13_e8,tc,808284,3507546,30312,583231
adj_rd_s13_e8,tc,808284,3716844,30312,631978
adj_rd_s13_e8,tc,808284,3558889,30312,586124
adj_rd_s13_e8,tc,808284,3540616,30312,620416
adj_rd_s13_e8,tc,808284,3546578,30312,582780
adj_rd_s13_e8,tc,808284,3608309,30312,582964
adj_rd_s13_e8,tc,808284,3625588,30312,591594
adj_rd_s13_e8,tc,808284,3635085,30312,613035
adj_rd_s13_e8,tc,808284,3738543,30312,632797
adj_rd_s13_e8,tc,808284,3814407,30312,621699
adj_rd_s13_e8,tc,808284,3754333,30312,680255
adj_rd_s13_e8,tc,808284,3572363,30312,600601
adj_rd_s13_e8,tc,808284,3507564,591943,3877009
adj_rd_s13_e8,tc,808284,3564344,30312,599108
adj_rd_s13_e8,tc,808284,3724066,30312,606892
adj_rd_s13_e8,tc,808284,3718672,30312,632756
adj_rd_s13_e8,tc,808284,3581068,30312,632769
adj_rd_s13_e8,tc,808284,3603429,30312,631046
adj_rd_s13_e8,tc,808284,3589258,30312,586040
