#db_name, benchmark, starting node_id, num_visited, sum_out_deg, total_time_taken_usecs
adj_rd_s17_e8,bfs,46604,67737,10286810,799336
adj_rd_s17_e8,bfs,7313,67737,10286810,801648
adj_rd_s17_e8,bfs,80331,67738,10286820,796638
adj_rd_s17_e8,bfs,19243,67738,10286830,795807
adj_rd_s17_e8,bfs,31266,67737,10286810,796407
adj_rd_s17_e8,bfs,6040,67737,10286810,797735
adj_rd_s17_e8,bfs,20641,67737,10286810,795323
adj_rd_s17_e8,bfs,67392,67737,10286810,796867
adj_rd_s17_e8,bfs,402,67737,10286810,795468
adj_rd_s17_e8,bfs,93444,67737,10286810,794812
adj_rd_s17_e8,bfs,69876,67737,10286810,794041
adj_rd_s17_e8,bfs,107594,67738,10286830,797944
adj_rd_s17_e8,bfs,23835,67737,10286810,795583
adj_rd_s17_e8,bfs,83238,67737,10286810,796187
adj_rd_s17_e8,bfs,9663,67737,10286810,797228
adj_rd_s17_e8,bfs,39482,67737,10286810,795659
