#db_name, benchmark,map_construction_time,iteration_time0,iteration_time1...
 adj_rd_s21_e8,pr,209389,15009463,14711270,14732432,14779119,14761648,14744910,14707166,14760282,14782229,14759823
adj_rd_s21_e8,pr,192808,14741444,14819031,14861861,14800020,14773981,14801148,14742974,14760030,14818705,14803552
adj_rd_s21_e8,pr,189700,14758389,14741345,14704693,14702704,14714480,14768787,14689204,14703500,14746935,14789349
adj_rd_s21_e8,pr,192656,14869487,14872908,14810907,14927046,14875157,14823363,14708002,14627158,14259948,14294634
adj_rd_s21_e8,pr,194335,14221694,14269270,14216943,14210999,14244151,14364957,14308611,14270398,14243849,14284838
adj_rd_s21_e8,pr,190796,14231041,14254917,14280746,14285718,14251126,14259240,14292402,14304833,14297641,14279454
adj_rd_s21_e8,pr,190970,14186316,14418294,14244783,14275668,14174257,14143025,14148922,14158556,14187287,14195199
adj_rd_s21_e8,pr,190708,14280570,14264284,14230496,14235411,14234539,14250052,14279129,14265960,14279425,14289696
adj_rd_s21_e8,pr,190488,14269961,14269586,14601004,14534216,14254336,14320381,14295591,14292325,14341767,14305426
adj_rd_s21_e8,pr,192827,14093741,14150397,14144662,14190055,14138342,14150571,14213424,14252491,14267502,14252277
adj_rd_s21_e8,pr,192221,13861234,13897063,13892535,13896008,13913357,13919623,13938084,13927213,13929185,13936906
