#db_name, benchmark,map_construction_time,iteration_time0,iteration_time1...
 adj_rd_s20_e8,pr,103736,7047589,6656445,6580505,6573631,6582971,6576720,6566697,6655609,6613402,6578966
adj_rd_s20_e8,pr,105184,6600531,6519684,6543166,7125001,6659480,6537388,6604416,6653550,6643361,6597914
adj_rd_s20_e8,pr,101913,6597788,6554592,6540837,6513287,6518561,6554091,6558551,6536343,6559788,6559774
adj_rd_s20_e8,pr,102114,6564215,6540449,6519858,6502889,6522148,6506770,6525776,6519573,6544188,6531946
adj_rd_s20_e8,pr,101682,6597138,6714079,6929031,6539386,6559982,6631785,6545268,6553967,6519810,6511832
adj_rd_s20_e8,pr,102862,6577827,6508007,6500441,6511628,6521616,6517330,6674221,6530238,6501676,6523934
adj_rd_s20_e8,pr,104351,6582480,6537345,6562916,6527778,6580516,6693548,6672655,6566237,6531054,6534169
adj_rd_s20_e8,pr,104260,6692135,6574676,6551760,6573675,6548514,6566873,6557641,6561054,6565871,6582917
adj_rd_s20_e8,pr,107318,6577427,6536585,6524784,6550921,6537492,6526241,6534768,6559435,6553218,6545431
adj_rd_s20_e8,pr,102206,6578627,6516443,6530404,6543626,6497983,6522260,6517259,6526336,6517780,6248755
