#db_name,bmark,map_t,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 adj_rd_s15_e8,pr,3757,169380,168107,167739,167299,167457,172444,167983,169232,167783,169734
adj_rd_s15_e8,pr,3745,167467,167252,166824,172152,168032,167431,166611,166690,167197,166924
adj_rd_s15_e8,pr,3747,168280,167571,167701,167232,173688,168133,167457,167284,167505,167150
