#db_name, benchmark, starting node_id, num_visited, sum_out_deg, total_time_taken_usecs, time_from_main
ekey_rd_s10_e8,bfs,624,738,80080,10684,106840
ekey_rd_s10_e8,bfs,157,738,80080,10462,104622
ekey_rd_s10_e8,bfs,675,738,80080,10505,105054
ekey_rd_s10_e8,bfs,725,738,80080,10485,104856
ekey_rd_s10_e8,bfs,713,738,80080,10509,105090
ekey_rd_s10_e8,bfs,339,738,80080,10506,105066
ekey_rd_s10_e8,bfs,459,739,80110,10551,105513
ekey_rd_s10_e8,bfs,640,738,80080,10571,105714
ekey_rd_s10_e8,bfs,481,738,80080,10451,104518
ekey_rd_s10_e8,bfs,641,738,80080,10475,104759
ekey_rd_s10_e8,bfs,381,739,80090,10535,105351
ekey_rd_s10_e8,bfs,821,738,80080,10529,105299
ekey_rd_s10_e8,bfs,665,738,80080,10543,105430
ekey_rd_s10_e8,bfs,563,738,80080,10503,105030
ekey_rd_s10_e8,bfs,196,738,80080,10516,105166
ekey_rd_s10_e8,bfs,356,738,80080,10572,105726
