#db_name, benchmark, starting node_id, num_visited, sum_out_deg, total_time_taken_usecs, time_from_main
ekey_rd_s12_e8,bfs,1496,2676,320720,44043,440430
ekey_rd_s12_e8,bfs,2267,2675,320710,47026,470268
ekey_rd_s12_e8,bfs,3264,2675,320710,47019,470192
ekey_rd_s12_e8,bfs,1209,2675,320710,44084,440841
ekey_rd_s12_e8,bfs,105,2675,320710,44226,442270
ekey_rd_s12_e8,bfs,3584,2675,320710,45960,459602
ekey_rd_s12_e8,bfs,3603,2675,320710,44100,441008
ekey_rd_s12_e8,bfs,667,2675,320710,45496,454964
ekey_rd_s12_e8,bfs,1536,2675,320710,47186,471865
ekey_rd_s12_e8,bfs,3668,2676,320720,43894,438947
ekey_rd_s12_e8,bfs,597,2675,320710,44293,442938
ekey_rd_s12_e8,bfs,3142,2675,320710,44344,443449
ekey_rd_s12_e8,bfs,377,2676,320760,43736,437360
ekey_rd_s12_e8,bfs,2067,2675,320710,44086,440863
ekey_rd_s12_e8,bfs,388,2675,320710,43956,439566
ekey_rd_s12_e8,bfs,3975,2675,320710,44028,440284
