#db_name, benchmark, starting node_id, num_visited, sum_out_deg, total_time_taken_usecs, time_from_main
std_rd_s11_e8,bfs,661,1410,158030,23846,238460
std_rd_s11_e8,bfs,744,1410,158030,23718,237184
std_rd_s11_e8,bfs,257,1410,158030,23690,236902
std_rd_s11_e8,bfs,1161,1410,158030,23560,235604
std_rd_s11_e8,bfs,739,1410,158030,23545,235452
std_rd_s11_e8,bfs,681,1410,158030,23702,237029
std_rd_s11_e8,bfs,377,1411,158050,23552,235527
std_rd_s11_e8,bfs,1870,1411,158040,24144,241445
std_rd_s11_e8,bfs,1859,1410,158030,24006,240065
std_rd_s11_e8,bfs,1887,1410,158030,23594,235945
std_rd_s11_e8,bfs,241,1410,158030,23638,236389
std_rd_s11_e8,bfs,567,1410,158030,23587,235876
std_rd_s11_e8,bfs,751,1410,158030,23521,235216
std_rd_s11_e8,bfs,592,1410,158030,23502,235029
std_rd_s11_e8,bfs,1163,1410,158030,23746,237466
std_rd_s11_e8,bfs,1726,1411,158040,23522,235224
