#db_name, benchmark,map_construction_time,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
 std_rd_s12_e8,pr,561,75138,74332,73657,73724,73764,74505,74019,73904,74461,74170
std_rd_s12_e8,pr,507,83566,80923,75537,77589,75394,74338,75476,74558,74942,74458
std_rd_s12_e8,pr,501,75479,74131,73367,73482,74234,73914,73706,74202,74589,72588
std_rd_s12_e8,pr,521,112668,76603,77437,76960,77039,76889,78118,77458,77699,77781
std_rd_s12_e8,pr,506,75758,73187,73442,73766,73640,72555,72323,76217,74537,72991
