2.07,0.27,0.19
2.10,0.37,0.16
2.08,0.29,0.22
2.09,0.57,0.21
2.08,0.54,0.20
2.08,0.31,0.19
2.07,0.27,0.23
2.11,0.45,0.09
2.08,0.26,0.21
2.09,0.29,0.21
