0.45,0.32,0.04
0.45,0.31,0.05
0.49,0.33,0.06
0.45,0.32,0.03
0.45,0.32,0.03
0.45,0.33,0.03
0.47,0.35,0.03
0.47,0.35,0.03
0.45,0.33,0.02
0.45,0.32,0.04
