3.24,2.59,0.27
3.26,2.53,0.23
3.29,2.54,0.27
3.35,2.74,0.28
3.37,2.82,0.25
3.37,2.62,0.26
3.30,2.67,0.30
3.30,2.54,0.27
3.31,2.82,0.28
3.30,2.57,0.24
