1.70,1.60,0.10
1.72,1.58,0.12
1.78,1.61,0.14
1.70,1.58,0.12
1.70,1.58,0.12
1.71,1.52,0.18
1.74,1.56,0.16
1.70,1.58,0.12
1.70,1.58,0.14
1.70,1.59,0.12
