2.17,0.24,0.20
2.18,0.25,0.18
2.18,0.22,0.20
2.18,0.34,0.11
2.18,0.20,0.21
2.17,0.18,0.19
2.18,0.26,0.20
2.17,0.18,0.19
2.16,0.17,0.20
2.16,0.18,0.21
